name,description,attributes[Effects],attributes[Textures],attributes[Slider 1],attributes[Slider 2]
Refract Pass #341,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Mosher + Grainary + Halo + Slider,refrac_08,~49%,~49%
Refract Pass #342,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Fresnel + Fresnel + jambler,refrac_08,~49%,~49%
Refract Pass #343,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Rotopane + Lensman + Rotopane + Slider,refrac_08 + dichro,~49%,~49%
Refract Pass #344,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Edgy + Slick + Radial,refrac_01,~0%,~0%
Refract Pass #345,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Grainary + Fresnel + Edgy,refrac_04,~49%,~49%
Refract Pass #346,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Tape + Edgy + Polytone,refrac_04 + MaracujaB,~0%,~0%
Refract Pass #347,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Geotile + Polytone + Squiggle + Edgy,refrac_07 + Funky + SphericA,~0%,~0%
Refract Pass #348,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Lensman + Watercolor + Slick,refrac_02 + rainbow,~0%,~0%
Refract Pass #349,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Geotile + jambler + Slider + Slider,refrac_05 + semi33344,~49%,~49%
Refract Pass #350,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Fresnel + Squiggle + Rotopane + Slider,refrac_02,~49%,~49%
Refract Pass #351,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Halo + Slick + Radial,refrac_05,~49%,~49%
Refract Pass #352,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Mosher + jambler + Slider + Slick,refrac_05,~49%,~49%
Refract Pass #353,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Radial + Watercolor + Prism OJ,refrac_05,~0%,~0%
Refract Pass #354,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Prism OJ + Grainary + Squiggle,refrac_05,~0%,~0%
Refract Pass #355,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Grainary + Polytone + Rotopane + Rotopane,refrac_08 + GrapefruitA,~49%,~49%
Refract Pass #356,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Grainary + Squiggle + Halo + jambler,refrac_02,~49%,~49%
Refract Pass #357,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Papier + Mosher + Mosher,refrac_07,~0%,~0%
Refract Pass #358,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Tape + Polytone + Mosher + Slick,refrac_05 + Cyan,~0%,~0%
Refract Pass #359,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Mosher + Radial + jambler + Mosher,refrac_01,~0%,~0%
Refract Pass #360,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Slider + jambler + Rotopane,refrac_06,~49%,~49%
Refract Pass #361,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Prism OJ + Geotile + jambler,refrac_07 + semi488,~49%,~49%
